image,severity_gs,severity_method,absolute_error,bias,iou,dice,precision,recall,f1
set_12_10_obj2.png,0.023560385692738633,0.0375255871579401,0.013965201465201464,0.013965201465201464,0.5391401716942079,0.7005731922398589,0.5702135295173156,0.9082023435267219,0.7005731922398589
set_12_22_obj2.png,0.010193057447508102,0.014112661207404972,0.00391960375989687,0.00391960375989687,0.640077478429301,0.7805454155035431,0.6721523668639053,0.9306195596518178,0.7805454155035431
set_12_25_obj0.png,0.0399886401114002,0.05540439574757432,0.015415755636174117,0.015415755636174117,0.6484085732126681,0.7867085669773621,0.6772614115507216,0.9383479699630902,0.7867085669773621
set_12_30_obj3.png,0.033856998099126484,0.027104089466793886,0.006752908632332598,-0.006752908632332598,0.6884154460719041,0.8154574132492114,0.9170418883885932,0.7341343528126707,0.8154574132492114
set_12_31_obj0.png,0.03548845491814244,0.10512906649384471,0.06964061157570227,0.06964061157570227,0.3090121628914196,0.47213031574719083,0.31575375392359245,0.9353717277486912,0.47213031574719083
set_12_31_obj1.png,0.033443438757109166,0.08121069727655246,0.047767258519443294,0.047767258519443294,0.39189924044415597,0.5631143822150527,0.39750547123819013,0.9652624756966948,0.5631143822150527
set_12_37_obj3.png,0.03446642567386933,0.0361227668452803,0.0016563411714109674,0.0016563411714109674,0.8703418540190946,0.9306767660135024,0.9093395543399566,0.9530393727341708,0.9306767660135024
set_12_42_obj3.png,0.007719858584852645,0.013159860292077764,0.005440001707225119,0.005440001707225119,0.553042328042328,0.7122050932629248,0.565,0.963142133149044,0.7122050932629248
set_12_43_obj3.png,0.017323202938727085,0.05288986238026246,0.03556665944153538,0.03556665944153538,0.29735806632939854,0.4584055459272097,0.30427436459718876,0.9289869388651081,0.4584055459272097
set_12_46_obj3.png,0.03647405226352595,0.08062958713113512,0.04415553486760917,0.04415553486760917,0.39279000901248873,0.5640333524376491,0.40959132162612105,0.9054431055974358,0.5640333524376491
set_12_47_obj0.png,0.0063610224900547485,0.05299145299145299,0.04663043050139824,0.04663043050139824,0.110341524518292,0.19875240560090252,0.11130518804816411,0.9272445820433437,0.19875240560090252
set_12_48_obj0.png,0.027697693997823365,0.03156943674408099,0.003871742746257626,0.003871742746257626,0.8608961960025789,0.9252490255521871,0.8685117731234552,0.9899173369907699,0.9252490255521871
set_12_48_obj2.png,0.06888209556612092,0.10536333748073928,0.036481241914618365,0.036481241914618365,0.44687110855672785,0.6177068654062592,0.5107687495112223,0.7812814010239725,0.6177068654062592
set_12_4_obj1.png,0.0034808331928329475,0.008905169903284644,0.005424336710451697,0.005424336710451697,0.2557886557886558,0.40737532483603517,0.28330464716006887,0.7247908410391898,0.40737532483603517
set_12_4_obj2.png,0.0044539321104786,0.004600080501408775,0.00014614839093017497,0.00014614839093017497,0.6765749778172139,0.8070918232336597,0.7942708333333334,0.8203335126412049,0.8070918232336597
set_12_4_obj3.png,0.007685687771850423,0.010010835134868916,0.0023251473630184925,0.0023251473630184925,0.5854621458430097,0.7385381573165373,0.6527705851890212,0.8502529510961214,0.7385381573165373
set_12_51_obj0.png,0.08329610651250383,0.08425816435276427,0.0009620578402604468,0.0009620578402604468,0.8181861386138614,0.900002613855175,0.8948645089749809,0.9052000630948,0.900002613855175
set_12_53_obj3.png,0.0015784063498367569,0.0017141989405257655,0.0001357925906890086,0.0001357925906890086,0.674090571640683,0.8053215077605321,0.7734241908006815,0.8399629972247918,0.8053215077605321
set_12_54_obj0.png,0.02564497081351014,0.028838276478725916,0.0031933056652157753,0.0031933056652157753,0.8315789473684211,0.9080459770114943,0.8577713296204428,0.964580811536235,0.9080459770114943
set_12_57_obj2.png,0.04820273099248264,0.06615460557617281,0.017951874583690172,0.017951874583690172,0.6599905037337592,0.7951738305120004,0.6872836786982515,0.9432449105490438,0.7951738305120004
set_12_57_obj3.png,0.03294685248461115,0.02874291345132517,0.004203939033285978,-0.004203939033285978,0.8346336822074215,0.9098641219790479,0.9764024933214603,0.8518158865799185,0.9098641219790479
set_12_5_obj2.png,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
set_12_66_obj1.png,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
set_12_66_obj2.png,0.0,0.0014850483956964518,0.0014850483956964518,0.0014850483956964518,0.0,0.0,0.0,0.0,0.0
set_12_68_obj1.png,0.0017230805395118114,0.0017630120080706772,3.9931468558865747e-05,3.9931468558865747e-05,0.9271137026239067,0.962178517397882,0.9512820512820512,0.9733275032794053,0.962178517397882
set_12_74_obj0.png,0.04803123904396919,0.0565180071811115,0.00848676813714231,0.00848676813714231,0.8256280346210682,0.904486586493987,0.8365775401069518,0.9843946639818777,0.904486586493987
set_12_74_obj1.png,0.011842662608641084,0.012623152709359606,0.0007804901007185221,0.0007804901007185221,0.8482962962962963,0.917922411029176,0.8895448190150691,0.9481702268587514,0.917922411029176
set_12_74_obj2.png,0.007237850849116733,0.030259332126794426,0.023021481277677693,0.023021481277677693,0.23902416739001325,0.3858264813244349,0.23905693137165313,0.9994269340974212,0.3858264813244349
set_12_77_obj3.png,0.022271887355348866,0.029247659258188726,0.006975771902839861,0.006975771902839861,0.6974618426087327,0.8217702750087662,0.7237712873908057,0.9504634994206257,0.8217702750087662
set_12_78_obj0.png,0.008716933399329043,0.013206780448159759,0.0044898470488307154,0.0044898470488307154,0.6350689301583685,0.7768099783987179,0.6447657605552343,0.9768664563617245,0.7768099783987179
set_12_78_obj1.png,0.04686061570024802,0.09018583644968986,0.04332522074944184,0.04332522074944184,0.5164786248694551,0.6811551661849711,0.5175419032750604,0.9960379040512432,0.6811551661849711
set_12_7_obj2.png,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
set_12_7_obj3.png,0.012798461781119265,0.016328553939057088,0.003530092157937823,0.003530092157937823,0.6787878787878788,0.8086642599277978,0.7212511499540019,0.92018779342723,0.8086642599277978
set_15_11_obj2.png,0.05320086393088553,0.0988012958963283,0.04560043196544277,0.04560043196544277,0.4449645826917154,0.6158830299671768,0.4737566947207345,0.8798311139980514,0.6158830299671768
set_15_11_obj3.png,0.021390174197060425,0.015494011976047904,0.005896162221012521,-0.005896162221012521,0.6175768427335124,0.7635826953233097,0.9088713219148001,0.658342611738508,0.7635826953233097
set_15_12_obj0.png,0.042722963864851936,0.037129843023003,0.005593120841848938,-0.005593120841848938,0.82033331268199,0.9013001157171057,0.9691845996193822,0.8423027989821883,0.9013001157171057
set_15_12_obj1.png,0.06884573909196483,0.07158657302438755,0.0027408339324227204,0.0027408339324227204,0.6548283305502383,0.7914154217223303,0.776264967168791,0.8071690345900898,0.7914154217223303
set_15_13_obj1.png,0.08272779457885304,0.13976394489247312,0.05703615031362008,0.05703615031362008,0.5876167640741295,0.7402501376543695,0.589206110693714,0.9954305056060927,0.7402501376543695
set_15_13_obj2.png,0.04096614836410755,0.12642128279883383,0.08545513443472627,0.08545513443472627,0.2837489518959039,0.44206299288789974,0.29265558438230677,0.903133339922902,0.44206299288789974
set_15_13_obj4.png,0.010152325392967104,0.014090098849457139,0.003937773456490035,0.003937773456490035,0.6367614879649891,0.7780748663101604,0.6693502012650949,0.9289704708699122,0.7780748663101604
set_15_17_obj0.png,0.0862165342747867,0.17746028243601059,0.09124374816122388,0.09124374816122388,0.46575762531686976,0.6355179291203503,0.472137602321003,0.9718051527043167,0.6355179291203503
set_15_17_obj1.png,0.07484221036509607,0.11082547585378086,0.03598326548868479,0.03598326548868479,0.5691294387170676,0.7254078913749681,0.6076437015898899,0.8997917358365277,0.7254078913749681
set_15_17_obj2.png,0.0515304810083169,0.11777630112321015,0.06624582011489324,0.06624582011489324,0.42008270406328657,0.5916313224029879,0.42524342524342523,0.9719217970049917,0.5916313224029879
